well,ID,labID,treatment,SamplingEvent,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run,
F4,E40,40,E,2,E40-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G5,E40,40,E,3,E40-3,ACTIN,1.398,Amp,UNKNOWN,19.742,19.616,0.178,49472.87,53822.355,6151.103,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,14,FALSE,102,
H5,E40,40,E,3,E40-3,ACTIN,1.389,Amp,UNKNOWN,19.49,19.616,0.178,58171.844,53822.355,6151.103,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,14,FALSE,102,
C5,E40,40,E,3,E40-3,BQCV,1.321,Amp,UNKNOWN,17.373,17.067,0.433,116084.805,145447.4,41524.99,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,13,FALSE,102,
D5,E40,40,E,3,E40-3,BQCV,1.322,Amp,UNKNOWN,16.761,17.067,0.433,174810,145447.4,41524.99,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,12,FALSE,102,
E5,E40,40,E,3,E40-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F5,E40,40,E,3,E40-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F9,E40,40,E,3,E40-3,ACTIN,1.371,Amp,UNKNOWN,17.796,17.644,0.215,172708.31,191301.61,26294.88,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106,
G9,E40,40,E,3,E40-3,ACTIN,1.388,Amp,UNKNOWN,17.493,17.644,0.215,209894.89,191301.61,26294.88,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106,
A9,E40,40,E,3,E40-3,DWV,1.319,Amp,UNKNOWN,31.722,32.05,0.427,9.642,7.989,2.043,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,27,FALSE,106,
B9,E40,40,E,3,E40-3,DWV,1.321,Amp,UNKNOWN,31.896,32.05,0.427,8.62,7.989,2.043,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,27,FALSE,106,
C9,E40,40,E,3,E40-3,DWV,1.327,Amp,UNKNOWN,32.533,32.05,0.427,5.705,7.989,2.043,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,28,FALSE,106,
G1,E41,41,E,2,E41-2,ACTIN,1.384,Amp,UNKNOWN,18.241,18.198,0.062,129769.375,133500.5,5276.604,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,13,FALSE,97,
H1,E41,41,E,2,E41-2,ACTIN,1.39,Amp,UNKNOWN,18.154,18.198,0.062,137231.62,133500.5,5276.604,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,13,FALSE,97,
C1,E41,41,E,2,E41-2,BQCV,1.255,Amp,UNKNOWN,27.516,27.344,0.243,131.327,148.325,24.039,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,23,FALSE,97,
D1,E41,41,E,2,E41-2,BQCV,1.251,Amp,UNKNOWN,27.171,27.344,0.243,165.323,148.325,24.039,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,23,FALSE,97,
A1,E41,41,E,2,E41-2,DWV,1.264,Amp,UNKNOWN,31.303,32.292,1.398,12.649,8.083,6.458,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,28,FALSE,97,
B1,E41,41,E,2,E41-2,DWV,1.27,Amp,UNKNOWN,33.28,32.292,1.398,3.517,8.083,6.458,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,97,
E1,E41,41,E,2,E41-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F1,E41,41,E,2,E41-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
G2,E41,41,E,3,E41-3,ACTIN,1.402,Amp,UNKNOWN,16.917,16.829,0.124,303831.4,321938.3,25607.035,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,11,FALSE,105,
H2,E41,41,E,3,E41-3,ACTIN,1.403,Amp,UNKNOWN,16.742,16.829,0.124,340045.22,321938.3,25607.035,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,11,FALSE,105,
C2,E41,41,E,3,E41-3,BQCV,1.321,Amp,UNKNOWN,13.842,13.905,0.089,1232059.2,1182187,70530.06,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,9,FALSE,105,
D2,E41,41,E,3,E41-3,BQCV,1.317,Amp,UNKNOWN,13.968,13.905,0.089,1132314.6,1182187,70530.06,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,9,FALSE,105,
A2,E41,41,E,3,E41-3,DWV,1.312,Amp,UNKNOWN,27.53,27.705,0.247,145.511,130.768,20.85,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,23,FALSE,105,
B2,E41,41,E,3,E41-3,DWV,1.32,Amp,UNKNOWN,27.88,27.705,0.247,116.024,130.768,20.85,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,23,FALSE,105,
E2,E41,41,E,3,E41-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
F2,E41,41,E,3,E41-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
G6,E42,42,E,2,E42-2,ACTIN,1.399,Amp,UNKNOWN,18.501,18.583,0.116,109787.664,104305.64,7752.754,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
H6,E42,42,E,2,E42-2,ACTIN,1.388,Amp,UNKNOWN,18.665,18.583,0.116,98823.61,104305.64,7752.754,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
C6,E42,42,E,2,E42-2,BQCV,1.295,Amp,UNKNOWN,28.545,28.398,0.208,65.967,73.144,10.15,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,24,FALSE,102,
D6,E42,42,E,2,E42-2,BQCV,1.297,Amp,UNKNOWN,28.251,28.398,0.208,80.321,73.144,10.15,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,24,FALSE,102,
A6,E42,42,E,2,E42-2,DWV,1.305,Amp,UNKNOWN,33.754,34.392,0.901,2.587,1.861,1.028,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,29,FALSE,102,
B6,E42,42,E,2,E42-2,DWV,1.304,Amp,UNKNOWN,35.029,34.392,0.901,1.134,1.861,1.028,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,30,FALSE,102,
E6,E42,42,E,2,E42-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F6,E42,42,E,2,E42-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G3,E42,42,E,3,E42-3,ACTIN,1.401,Amp,UNKNOWN,18.717,18.247,0.665,95601.01,135259.33,56085.33,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,13,FALSE,105,
H3,E42,42,E,3,E42-3,ACTIN,1.412,Amp,UNKNOWN,17.776,18.247,0.665,174917.64,135259.33,56085.33,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,12,FALSE,105,
C3,E42,42,E,3,E42-3,BQCV,1.324,Amp,UNKNOWN,17.257,17.011,0.349,125450.95,149987.95,34700.57,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,12,FALSE,105,
D3,E42,42,E,3,E42-3,BQCV,1.335,Amp,UNKNOWN,16.764,17.011,0.349,174524.97,149987.95,34700.57,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,12,FALSE,105,
A3,E42,42,E,3,E42-3,DWV,1.318,Amp,UNKNOWN,29.473,29.42,0.074,41.373,42.828,2.058,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,24,FALSE,105,
B3,E42,42,E,3,E42-3,DWV,1.321,Amp,UNKNOWN,29.368,29.42,0.074,44.284,42.828,2.058,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,24,FALSE,105,
E3,E42,42,E,3,E42-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
F3,E42,42,E,3,E42-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
G7,E43,43,E,2,E43-2,ACTIN,1.403,Amp,UNKNOWN,18.99,19.01,0.028,80202.266,79185.07,1438.529,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
H7,E43,43,E,2,E43-2,ACTIN,1.398,Amp,UNKNOWN,19.03,19.01,0.028,78167.875,79185.07,1438.529,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
C7,E43,43,E,2,E43-2,BQCV,1.311,Amp,UNKNOWN,20.041,20.1,0.084,19492.285,18747.05,1053.919,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,16,FALSE,102,
D7,E43,43,E,2,E43-2,BQCV,1.305,Amp,UNKNOWN,20.16,20.1,0.084,18001.818,18747.05,1053.919,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,16,FALSE,102,
A7,E43,43,E,2,E43-2,DWV,1.312,Amp,UNKNOWN,16.405,16.308,0.137,195384.19,208401.66,18409.467,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,12,FALSE,102,
B7,E43,43,E,2,E43-2,DWV,1.31,Amp,UNKNOWN,16.211,16.308,0.137,221419.11,208401.66,18409.467,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,11,FALSE,102,
E7,E43,43,E,2,E43-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F7,E43,43,E,2,E43-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G8,E43,43,E,3,E43-3,ACTIN,1.412,Amp,UNKNOWN,19.205,19.235,0.042,69842.375,68520.055,1870.04,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,14,FALSE,102,
H8,E43,43,E,3,E43-3,ACTIN,1.399,Amp,UNKNOWN,19.265,19.235,0.042,67197.734,68520.055,1870.04,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,14,FALSE,102,
C8,E43,43,E,3,E43-3,BQCV,1.32,Amp,UNKNOWN,16.609,16.479,0.184,193556.3,211932.27,25987.531,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,12,FALSE,102,
D8,E43,43,E,3,E43-3,BQCV,1.318,Amp,UNKNOWN,16.349,16.479,0.184,230308.22,211932.27,25987.531,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,12,FALSE,102,
A8,E43,43,E,3,E43-3,DWV,1.323,Amp,UNKNOWN,14.581,14.585,0.005,636150,634723,2018.122,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,10,FALSE,102,
B8,E43,43,E,3,E43-3,DWV,1.316,Amp,UNKNOWN,14.588,14.585,0.005,633296,634723,2018.122,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,10,FALSE,102,
E8,E43,43,E,3,E43-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F8,E43,43,E,3,E43-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G9,E44,44,E,2,E44-2,ACTIN,1.386,Amp,UNKNOWN,18.399,18.423,0.035,117280.13,115446.64,2592.942,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
H9,E44,44,E,2,E44-2,ACTIN,1.389,Amp,UNKNOWN,18.448,18.423,0.035,113613.16,115446.64,2592.942,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
C9,E44,44,E,2,E44-2,BQCV,1.301,Amp,UNKNOWN,27.594,27.893,0.423,124.656,104.086,29.09,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,23,FALSE,102,
D9,E44,44,E,2,E44-2,BQCV,1.304,Amp,UNKNOWN,28.192,27.893,0.423,83.516,104.086,29.09,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,23,FALSE,102,
A9,E44,44,E,2,E44-2,DWV,1.296,Amp,UNKNOWN,35.259,34.114,1.619,0.977,2.638,2.35,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,30,FALSE,102,
B9,E44,44,E,2,E44-2,DWV,1.301,Amp,UNKNOWN,32.97,34.114,1.619,4.3,2.638,2.35,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,28,FALSE,102,
E9,E44,44,E,2,E44-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F9,E44,44,E,2,E44-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G4,E44,44,E,3,E44-3,ACTIN,1.401,Amp,UNKNOWN,16.773,16.706,0.095,333284.2,348230.53,21137.312,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,11,FALSE,105,
H4,E44,44,E,3,E44-3,ACTIN,1.402,Amp,UNKNOWN,16.639,16.706,0.095,363176.88,348230.53,21137.312,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,11,FALSE,105,
C4,E44,44,E,3,E44-3,BQCV,1.313,Amp,UNKNOWN,18.638,18.581,0.081,49810.664,51785.836,2793.313,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,14,FALSE,105,
D4,E44,44,E,3,E44-3,BQCV,1.308,Amp,UNKNOWN,18.524,18.581,0.081,53761.004,51785.836,2793.313,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,14,FALSE,105,
A4,E44,44,E,3,E44-3,DWV,1.339,Amp,UNKNOWN,16.054,16.049,0.007,245225.5,246031.64,1140.045,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,11,FALSE,105,
B4,E44,44,E,3,E44-3,DWV,1.329,Amp,UNKNOWN,16.044,16.049,0.007,246837.77,246031.64,1140.045,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,11,FALSE,105,
E4,E44,44,E,3,E44-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
F4,E44,44,E,3,E44-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
G2,E45,45,E,2,E45-2,ACTIN,1.393,Amp,UNKNOWN,17.776,17.719,0.08,175013.05,181637.03,9367.731,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
H2,E45,45,E,2,E45-2,ACTIN,1.394,Amp,UNKNOWN,17.662,17.719,0.08,188261.02,181637.03,9367.731,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
C2,E45,45,E,2,E45-2,BQCV,1.277,Amp,UNKNOWN,25.346,25.281,0.093,560.519,586.194,36.311,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,21,FALSE,97,
D2,E45,45,E,2,E45-2,BQCV,1.272,Amp,UNKNOWN,25.215,25.281,0.093,611.87,586.194,36.311,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,21,FALSE,97,
A2,E45,45,E,2,E45-2,DWV,1.126,No Amp,UNKNOWN,36.265,36.265,NA,0.509,0.509,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,97,
B2,E45,45,E,2,E45-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
E2,E45,45,E,2,E45-2,IAPV,0.955,No Amp,UNKNOWN,37.587,37.587,NA,0.586,0.586,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,34,FALSE,97,
F2,E45,45,E,2,E45-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
G5,E45,45,E,3,E45-3,ACTIN,1.409,Amp,UNKNOWN,18.106,17.822,0.401,141567.72,172644.1,43948.637,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,13,FALSE,105,
H5,E45,45,E,3,E45-3,ACTIN,1.404,Amp,UNKNOWN,17.539,17.822,0.401,203720.47,172644.1,43948.637,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,12,FALSE,105,
C5,E45,45,E,3,E45-3,BQCV,1.332,Amp,UNKNOWN,12.759,12.653,0.149,2543304.8,2735758,272169.7,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,8,FALSE,105,
D5,E45,45,E,3,E45-3,BQCV,1.326,Amp,UNKNOWN,12.548,12.653,0.149,2928211,2735758,272169.7,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,8,FALSE,105,
A5,E45,45,E,3,E45-3,DWV,1.319,Amp,UNKNOWN,26.156,26.211,0.078,354.28,342.013,17.349,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,21,FALSE,105,
B5,E45,45,E,3,E45-3,DWV,1.331,Amp,UNKNOWN,26.266,26.211,0.078,329.746,342.013,17.349,35.2228,0.993,-3.5567,91.05548,TRUE,0.142,TRUE,3,21,FALSE,105,
E5,E45,45,E,3,E45-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
F5,E45,45,E,3,E45-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.201,TRUE,3,39,TRUE,105,
G10,E46,46,E,2,E46-2,ACTIN,1.398,Amp,UNKNOWN,19.02,19.046,0.036,78650.88,77389.76,1783.5,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
H10,E46,46,E,2,E46-2,ACTIN,1.397,Amp,UNKNOWN,19.071,19.046,0.036,76128.63,77389.76,1783.5,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
C10,E46,46,E,2,E46-2,BQCV,1.303,Amp,UNKNOWN,24.526,24.639,0.16,970.352,902.367,96.147,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,20,FALSE,102,
D10,E46,46,E,2,E46-2,BQCV,1.313,Amp,UNKNOWN,24.751,24.639,0.16,834.381,902.367,96.147,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,20,FALSE,102,
A10,E46,46,E,2,E46-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,39,TRUE,102,
B10,E46,46,E,2,E46-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,39,TRUE,102,
E10,E46,46,E,2,E46-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F10,E46,46,E,2,E46-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G11,E46,46,E,3,E46-3,ACTIN,1.397,Amp,UNKNOWN,19.006,19.025,0.028,79412.08,78407.99,1419.996,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,13,FALSE,102,
H11,E46,46,E,3,E46-3,ACTIN,1.397,Amp,UNKNOWN,19.045,19.025,0.028,77403.91,78407.99,1419.996,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,14,FALSE,102,
C11,E46,46,E,3,E46-3,BQCV,1.317,Amp,UNKNOWN,19.298,19.356,0.082,32035.02,30838.246,1692.492,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,15,FALSE,102,
D11,E46,46,E,3,E46-3,BQCV,1.309,Amp,UNKNOWN,19.414,19.356,0.082,29641.475,30838.246,1692.492,34.8074,0.9981,-3.4422,95.21442,TRUE,0.111,TRUE,3,15,FALSE,102,
A11,E46,46,E,3,E46-3,DWV,1.303,Amp,UNKNOWN,27.062,27.082,0.029,197.013,194.474,3.59,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,22,FALSE,102,
B11,E46,46,E,3,E46-3,DWV,1.306,Amp,UNKNOWN,27.102,27.082,0.029,191.936,194.474,3.59,35.2228,0.993,-3.5567,91.05548,TRUE,0.122,TRUE,3,22,FALSE,102,
E11,E46,46,E,3,E46-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
F11,E46,46,E,3,E46-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.195,TRUE,3,39,TRUE,102,
G1,E47,47,E,2,E47-2,ACTIN,1.377,Amp,UNKNOWN,18.592,18.692,0.141,103553.586,97338.29,8789.756,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,13,FALSE,103,
H1,E47,47,E,2,E47-2,ACTIN,1.392,Amp,UNKNOWN,18.791,18.692,0.141,91123,97338.29,8789.756,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,13,FALSE,103,
C1,E47,47,E,2,E47-2,BQCV,1.303,Amp,UNKNOWN,17.173,17.09,0.117,132769.89,140540.55,10989.368,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,13,FALSE,103,
D1,E47,47,E,2,E47-2,BQCV,1.302,Amp,UNKNOWN,17.007,17.09,0.117,148311.2,140540.55,10989.368,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,13,FALSE,103,
A1,E47,47,E,2,E47-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,39,TRUE,103,
B1,E47,47,E,2,E47-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,39,TRUE,103,
E1,E47,47,E,2,E47-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
F1,E47,47,E,2,E47-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
G3,E48,48,E,2,E48-2,ACTIN,1.383,Amp,UNKNOWN,17.728,17.744,0.023,180493.14,178597.52,2680.835,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
H3,E48,48,E,2,E48-2,ACTIN,1.397,Amp,UNKNOWN,17.761,17.744,0.023,176701.88,178597.52,2680.835,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
C3,E48,48,E,2,E48-2,BQCV,1.262,Amp,UNKNOWN,26.201,26.088,0.16,316.33,342.166,36.538,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,22,FALSE,97,
D3,E48,48,E,2,E48-2,BQCV,1.281,Amp,UNKNOWN,25.975,26.088,0.16,368.002,342.166,36.538,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,22,FALSE,97,
A3,E48,48,E,2,E48-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
B3,E48,48,E,2,E48-2,DWV,1.192,Amp,UNKNOWN,34.256,34.256,NA,1.87,1.87,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,97,
E3,E48,48,E,2,E48-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F3,E48,48,E,2,E48-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
G6,E48,48,E,3,E48-3,ACTIN,1.417,Amp,UNKNOWN,19.232,18.794,0.621,68636.484,94637.35,36770.773,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,14,FALSE,105,
H6,E48,48,E,3,E48-3,ACTIN,1.398,Amp,UNKNOWN,18.355,18.794,0.621,120638.21,94637.35,36770.773,36.5667,0.9988,-3.584,90.11565,TRUE,0.206,TRUE,3,13,FALSE,105,
C6,E48,48,E,3,E48-3,BQCV,1.337,Amp,UNKNOWN,16.689,16.176,0.725,183450.44,273920,127943.29,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,12,FALSE,105,
D6,E48,48,E,3,E48-3,BQCV,1.34,Amp,UNKNOWN,15.663,16.176,0.725,364389.56,273920,127943.29,34.8074,0.9981,-3.4422,95.21442,TRUE,0.116,TRUE,3,11,FALSE,105,
